Metric,Value
design_name,fft_1024_sol18_gen759
top_module,fft_1024_sol18_gen759_top
lut_count,3094
total_power_w,0.105
wns_ns,45.424
critical_path_delay_ns,54.569
clock_period_ns,100.0
